@relation 1.0_0.7355510517855894_14309_14309_reads
@attribute domain real
@attribute previousDelay real
@attribute previousLon real
@attribute previousLat real
@attribute previousNextStopDistance real
@attribute previousSpeed real
@attribute time real
@attribute delay real
@attribute lon real
@attribute lat real
@attribute nearestStopLon real
@attribute nearestStopLat real
@attribute nextStopDistance real
@attribute speed real
@attribute class {0.0,1.0}
@data
0.0,47.0,20.990164,52.264397,270.14753650633975,0.0,635.0,-32.0,20.987844,52.251789,20.99029,52.25277,235.325724950398,9.15,1.0
0.0,47.0,20.990164,52.264397,270.14753650633975,0.0,643.0,-32.0,20.986914,52.251484,20.98473,52.25087,163.59985476555065,8.98,1.0
0.0,47.0,20.99099,52.2635,155.90618339352315,7.63,656.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,4.79,1.0
0.0,27.0,20.992205,52.262394,517.075714723525,0.0,679.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,27.0,20.99239,52.26223,495.1727950509502,1.7,687.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,27.0,20.992763,52.261898,450.9528395499008,2.79,704.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,27.0,20.994829,52.259472,147.79143720582778,9.98,725.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,-21.0,20.995499,52.258316,517.8206928775486,9.16,743.0,-18.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,-21.0,20.995499,52.258316,517.8206928775486,9.16,750.0,-11.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,-21.0,20.995573,52.258205,504.65665233921465,1.21,758.0,-3.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,-21.0,20.996801,52.256748,331.05665570947565,9.44,780.0,19.0,20.986051,52.2512,20.98473,52.25087,97.12406115323252,0.2,1.0
0.0,-21.0,20.997372,52.255238,162.0304298543631,10.79,797.0,36.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.18,1.0
0.0,-21.0,20.997372,52.255238,162.0304298543631,10.79,805.0,44.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.0,1.0
0.0,-68.0,20.997591,52.253792,185.0024188632056,7.02,828.0,67.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.0,1.0
0.0,-68.0,20.997591,52.253792,185.0024188632056,7.02,828.0,67.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,-68.0,20.996834,52.253719,134.69295135387725,2.27,845.0,84.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.0,1.0
0.0,-68.0,20.996834,52.253719,134.69295135387725,2.27,845.0,84.0,20.986067,52.251198,20.98473,52.25087,98.05044177669583,0.22,1.0
0.0,-60.0,20.995974,52.25367,79.105594255775,7.35,853.0,92.0,20.985546,52.251057,20.98473,52.25087,59.31263355862341,4.85,1.0
0.0,-68.0,20.993921,52.254032,284.22088194721016,9.09,871.0,110.0,20.984699,52.25082,20.98473,52.25087,391.67724207420207,3.52,1.0
0.0,-68.0,20.993921,52.254032,284.22088194721016,9.09,878.0,117.0,20.984701,52.250813,20.98473,52.25087,390.91020689164736,2.54,1.0
0.0,-22.0,20.991907,52.253468,134.68261567218806,8.87,892.0,110.0,20.983297,52.250519,20.98473,52.25087,363.74853564713095,4.82,1.0
0.0,-68.0,20.990934,52.253105,57.52675883854384,9.7,899.0,117.0,20.982357,52.250328,20.98473,52.25087,361.1527939773992,9.63,1.0
0.0,-32.0,20.990336,52.252758,435.5495902323527,3.51,915.0,110.0,20.982546,52.249519,20.98473,52.25087,273.5457523570557,5.68,1.0
0.0,-32.0,20.9897,52.252453,381.3733079997081,5.5,931.0,117.0,20.983728,52.248013,20.984301,52.247306,87.76111814100388,11.61,1.0
0.0,-32.0,20.987844,52.251789,235.325724950398,9.15,943.0,122.0,20.98423,52.247356,20.984301,52.247306,234.24882054750287,6.72,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,994.0,122.0,20.985434,52.245914,20.985763,52.24547,54.21407697022703,3.53,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,1007.0,126.0,20.985724,52.245552,20.985763,52.24547,417.0702673093972,3.51,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,1016.0,126.0,20.985802,52.245449,20.985763,52.24547,404.4697556802524,1.4,1.0
0.0,-18.0,20.986111,52.251217,101.62014144062208,0.0,1047.0,126.0,20.987383,52.24305,20.98796,52.24206,116.8831119989785,9.28,1.0
0.0,-3.0,20.986111,52.251217,101.62014144062208,0.0,1060.0,119.0,20.987888,52.242268,20.98796,52.24206,344.5592525239905,7.19,1.0
0.0,-3.0,20.986111,52.251217,101.62014144062208,0.0,1067.0,119.0,20.988054,52.242081,20.98796,52.24206,324.9808910893077,3.38,1.0
0.0,19.0,20.986051,52.2512,97.12406115323252,0.2,1085.0,119.0,20.988192,52.241955,20.98796,52.24206,312.37694561554923,0.94,1.0
0.0,36.0,20.986095,52.251194,99.66061205699064,0.18,1098.0,119.0,20.987665,52.241562,20.98796,52.24206,265.2514484621552,2.05,1.0
0.0,36.0,20.986095,52.251194,99.66061205699064,0.18,1102.0,119.0,20.987129,52.241394,20.98796,52.24206,247.5068197760665,10.25,1.0
0.0,44.0,20.986095,52.251194,99.66061205699064,0.0,1121.0,119.0,20.986473,52.240509,20.987488,52.239179,163.2414023460351,5.69,1.0
0.0,44.0,20.986095,52.251194,99.66061205699064,0.0,1125.0,119.0,20.98671,52.240204,20.987488,52.239179,125.68455238581888,9.39,1.0
0.0,67.0,20.986111,52.251217,101.62014144062208,0.0,1142.0,81.0,20.987549,52.23917,20.987488,52.239179,298.9133496798641,7.55,1.0
0.0,84.0,20.986095,52.251194,99.66061205699064,0.0,1146.0,81.0,20.98757,52.239136,20.987488,52.239179,294.8778033287762,1.01,1.0
0.0,110.0,20.984699,52.25082,391.67724207420207,3.52,1173.0,81.0,20.987907,52.238686,20.987488,52.239179,239.83365445844416,1.91,1.0
0.0,117.0,20.984701,52.250813,390.91020689164736,2.54,1195.0,81.0,20.98802,52.238682,20.987488,52.239179,236.41749538277284,0.35,1.0
0.0,110.0,20.983297,52.250519,363.74853564713095,4.82,1202.0,81.0,20.988184,52.238434,20.987488,52.239179,206.6658971128313,4.25,1.0
0.0,117.0,20.982357,52.250328,361.1527939773992,9.63,1210.0,89.0,20.988649,52.237804,20.98933,52.236713,129.87468003027297,9.61,1.0
0.0,110.0,20.982546,52.249519,273.5457523570557,5.68,1218.0,97.0,20.989206,52.237045,20.98933,52.236713,37.87007454559128,11.57,1.0
0.0,117.0,20.983728,52.248013,87.76111814100388,11.61,1238.0,117.0,20.989424,52.236683,20.98933,52.236713,300.12951988629493,2.15,1.0
0.0,117.0,20.983728,52.248013,87.76111814100388,11.61,1243.0,117.0,20.989527,52.236526,20.98933,52.236713,281.3191611150791,3.76,1.0
0.0,122.0,20.98423,52.247356,234.24882054750287,6.72,1259.0,117.0,20.990339,52.235142,20.99099,52.23416,117.84977267684415,10.22,1.0
0.0,122.0,20.98423,52.247356,234.24882054750287,6.72,1267.0,117.0,20.990583,52.234764,20.99099,52.23416,72.65602742423896,5.65,1.0
0.0,122.0,20.98423,52.247356,234.24882054750287,6.72,1288.0,117.0,20.990742,52.234524,20.99099,52.23416,43.85714373242438,1.37,1.0
0.0,126.0,20.985724,52.245552,417.0702673093972,3.51,1315.0,134.0,20.991055,52.233971,20.99099,52.23416,293.5933939079343,2.41,1.0
0.0,126.0,20.985802,52.245449,404.4697556802524,1.4,1322.0,134.0,20.991339,52.233486,20.99099,52.23416,236.3015583336509,8.18,1.0
0.0,126.0,20.985802,52.245449,404.4697556802524,1.4,1331.0,134.0,20.991779,52.232685,20.99253,52.23149,142.3811387846561,10.44,1.0
0.0,126.0,20.987383,52.24305,116.8831119989785,9.28,1354.0,134.0,20.99052,52.232322,20.99253,52.23149,165.2181950285522,4.12,1.0
0.0,126.0,20.987383,52.24305,116.8831119989785,9.28,1360.0,134.0,20.992245,52.232143,20.99253,52.23149,75.15970183039897,19.86,1.0
0.0,119.0,20.988192,52.241955,312.37694561554923,0.94,1391.0,150.0,20.992245,52.232143,20.99253,52.23149,75.15970183039897,0.0,1.0
0.0,119.0,20.988192,52.241955,312.37694561554923,0.94,1391.0,150.0,20.99226,52.232147,20.99253,52.23149,75.33364344610597,3.25,1.0
0.0,119.0,20.988192,52.241955,312.37694561554923,0.94,1398.0,157.0,20.992373,52.231911,20.99253,52.23149,48.018613904662,3.89,1.0
0.0,119.0,20.987129,52.241394,247.5068197760665,10.25,1409.0,168.0,20.992666,52.231476,20.99253,52.23149,198.04577609937027,4.76,1.0
0.0,119.0,20.987129,52.241394,247.5068197760665,10.25,1419.0,168.0,20.992752,52.231297,20.99253,52.23149,177.3383861887634,2.07,1.0
0.0,119.0,20.98671,52.240204,125.68455238581888,9.39,1429.0,168.0,20.993212,52.230507,20.99365,52.2298,84.08412943846581,9.33,1.0
0.0,81.0,20.98757,52.239136,294.8778033287762,1.01,1449.0,148.0,20.993572,52.229763,20.99365,52.2298,403.06323957568645,5.98,1.0
0.0,81.0,20.98757,52.239136,294.8778033287762,1.01,1471.0,148.0,20.994089,52.229122,20.99365,52.2298,332.756370214756,3.61,1.0
0.0,81.0,20.987907,52.238686,239.83365445844416,1.91,1479.0,148.0,20.99444,52.228634,20.99365,52.2298,281.984631187607,7.41,1.0
0.0,81.0,20.987907,52.238686,239.83365445844416,1.91,1494.0,148.0,20.995033,52.227592,20.993699,52.226139,185.36231302099608,7.91,1.0
0.0,49.0,20.98196,52.217022,419.7379829138016,1.61,1611.0,-3.0,20.995115,52.227791,20.995267,52.227583,329.279373075812,2.2,0.0
0.0,49.0,20.982851,52.217976,297.5498065097078,4.83,1631.0,-5.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,4.32,0.0
0.0,49.0,20.984501,52.21846,210.20569822633763,7.79,1638.0,-3.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,0.0,0.0
0.0,49.0,20.984501,52.21846,210.20569822633763,7.79,1646.0,-5.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,0.0,0.0
0.0,49.0,20.984877,52.219421,101.4501258323085,7.33,1659.0,-3.0,20.994268,52.22905,20.995267,52.227583,178.18871496492665,2.38,0.0
0.0,49.0,20.984554,52.219856,58.57876993148885,6.64,1667.0,-3.0,20.993933,52.229618,20.99349,52.23058,111.14299130708498,8.39,0.0
0.0,49.0,20.984554,52.219856,58.57876993148885,6.64,1680.0,19.0,20.993565,52.23055,20.99349,52.23058,215.0529454511025,8.2,0.0
0.0,30.0,20.985132,52.220547,618.3023817666328,3.16,1694.0,19.0,20.993303,52.230717,20.99349,52.23058,191.4952819981669,1.84,0.0
0.0,30.0,20.985369,52.220764,589.3169201571416,2.9,1703.0,19.0,20.993271,52.230873,20.99349,52.23058,174.38874027639193,1.79,0.0
0.0,30.0,20.985369,52.220764,589.3169201571416,0.0,1711.0,19.0,20.993021,52.231339,20.99349,52.23058,119.87204950287324,6.82,0.0
0.0,30.0,20.985586,52.221008,558.7807622765241,4.41,1738.0,17.0,20.992258,52.232414,20.99241,52.23235,319.5411191079818,4.83,0.0
0.0,30.0,20.986557,52.222153,418.3080334630041,7.58,1745.0,19.0,20.992153,52.232624,20.99241,52.23235,295.1778484019011,4.55,0.0
0.0,30.0,20.986921,52.222549,368.9590405182925,6.32,1753.0,17.0,20.991896,52.233097,20.99241,52.23235,239.82445763494624,6.93,0.0
0.0,30.0,20.986921,52.222549,368.9590405182925,6.32,1768.0,19.0,20.992966,52.233507,20.99241,52.23235,239.91036083494245,5.73,0.0
0.0,30.0,20.987961,52.223694,229.8580969410048,9.11,1782.0,1.0,20.990627,52.235184,20.99059,52.2351,307.08201737895706,8.54,0.0
0.0,30.0,20.988775,52.224243,148.94022150789274,3.93,1793.0,12.0,20.990658,52.235172,20.99059,52.2351,309.1332682342662,9.71,0.0
0.0,30.0,20.988775,52.224243,148.94022150789274,3.93,1802.0,12.0,20.990641,52.23534,20.99059,52.2351,291.5584574854294,2.08,0.0
0.0,30.0,20.989119,52.224403,119.5810074621858,1.63,1810.0,12.0,20.99037,52.235931,20.99059,52.2351,224.30006062150017,8.53,0.0
0.0,34.0,20.989925,52.224747,52.742880596907526,8.36,1826.0,1.0,20.989336,52.237354,20.98888,52.23773,52.078683276410565,10.82,0.0
0.0,45.0,20.990683,52.224983,425.519687744961,0.0,1839.0,-2.0,20.989084,52.237591,20.98888,52.23773,346.5802828782703,7.04,0.0
0.0,45.0,20.991788,52.225356,342.740799213645,7.16,1852.0,-2.0,20.988892,52.237762,20.98888,52.23773,323.6945738839816,1.78,0.0
0.0,45.0,20.993099,52.225693,256.8493674478289,12.11,1860.0,-2.0,20.988499,52.238239,20.98888,52.23773,264.286135111915,3.92,0.0
0.0,45.0,20.993099,52.225693,256.8493674478289,12.11,1875.0,-2.0,20.98799,52.23978,20.986741,52.240358,106.5993328066873,11.65,0.0
0.0,45.0,20.995783,52.226604,114.39247880428243,7.25,1891.0,-70.0,20.986763,52.24028,20.986741,52.240358,269.60618312224244,8.25,0.0
0.0,-3.0,20.995249,52.227547,357.90045898961256,6.17,1909.0,-70.0,20.98667,52.240322,20.986741,52.240358,266.85816178768226,0.44,0.0
0.0,-3.0,20.995115,52.227791,329.279373075812,2.2,1917.0,-70.0,20.986842,52.240676,20.986741,52.240358,225.790126033712,5.13,0.0
0.0,-3.0,20.995115,52.227791,329.279373075812,2.2,1925.0,-70.0,20.986198,52.240788,20.986741,52.240358,231.074124644933,3.81,0.0
0.0,-5.0,20.994448,52.228794,209.03753559409623,4.32,1933.0,-70.0,20.986177,52.241066,20.986741,52.240358,205.11099974371504,3.87,0.0
0.0,-5.0,20.994448,52.228794,209.03753559409623,0.0,1949.0,-70.0,20.987501,52.241493,20.9878,52.24262,126.95955027528014,6.37,0.0
0.0,-5.0,20.994448,52.228794,209.03753559409623,0.0,1957.0,-70.0,20.988214,52.241737,20.9878,52.24262,102.1513233392918,6.95,0.0
0.0,-3.0,20.993933,52.229618,111.14299130708498,8.39,1972.0,-67.0,20.987896,52.242336,20.9878,52.24262,32.24871811005443,4.67,0.0
0.0,19.0,20.993565,52.23055,215.0529454511025,8.2,1982.0,-39.0,20.9877,52.242569,20.9878,52.24262,377.2479331710845,3.91,0.0
0.0,19.0,20.993303,52.230717,191.4952819981669,1.84,1995.0,-39.0,20.9877,52.242569,20.9878,52.24262,377.2479331710845,0.0,0.0
0.0,19.0,20.993303,52.230717,191.4952819981669,1.84,2000.0,-39.0,20.987558,52.242702,20.9878,52.24262,360.0077107289921,3.53,0.0
0.0,19.0,20.993021,52.231339,119.87204950287324,6.82,2016.0,-39.0,20.98703,52.243694,20.9878,52.24262,244.11517933214293,7.25,0.0
0.0,19.0,20.993021,52.231339,119.87204950287324,6.82,2024.0,-39.0,20.986481,52.244377,20.98573,52.24574,159.95108276533583,10.58,0.0
0.0,19.0,20.993021,52.231339,119.87204950287324,6.82,2032.0,-39.0,20.986044,52.245136,20.98573,52.24574,70.48200457733134,11.19,0.0
0.0,19.0,20.992153,52.232624,295.1778484019011,4.55,2046.0,-35.0,20.985596,52.245766,20.98573,52.24574,377.7212874438854,7.54,0.0
0.0,17.0,20.991896,52.233097,239.82445763494624,6.93,2056.0,-35.0,20.985596,52.245766,20.98573,52.24574,377.7212874438854,0.0,0.0
0.0,17.0,20.991896,52.233097,239.82445763494624,6.93,2061.0,-35.0,20.985628,52.245789,20.98573,52.24574,376.3250630019997,0.67,0.0
0.0,1.0,20.990627,52.235184,307.08201737895706,8.54,2085.0,-35.0,20.984697,52.246838,20.98573,52.24574,243.90638597985395,5.53,0.0
0.0,1.0,20.990627,52.235184,307.08201737895706,8.54,2093.0,-20.0,20.984249,52.247398,20.98327,52.24885,174.67047721878248,6.31,0.0
0.0,12.0,20.990658,52.235172,309.1332682342662,9.71,2101.0,-20.0,20.983858,52.247887,20.98327,52.24885,114.31827269506805,7.57,0.0
0.0,12.0,20.99037,52.235931,224.30006062150017,8.53,2116.0,-85.0,20.983288,52.248714,20.98327,52.24885,331.5307514093648,6.65,0.0
0.0,12.0,20.99037,52.235931,224.30006062150017,8.53,2122.0,-79.0,20.983189,52.248859,20.98327,52.24885,323.1066712496636,6.13,0.0
0.0,1.0,20.989336,52.237354,52.078683276410565,10.82,2139.0,-85.0,20.983192,52.248863,20.98327,52.24885,322.63434644691085,0.77,0.0
0.0,-2.0,20.989084,52.237591,346.5802828782703,7.04,2150.0,-79.0,20.983189,52.248859,20.98327,52.24885,323.1066712496636,0.0,0.0
0.0,-2.0,20.989084,52.237591,346.5802828782703,7.04,2150.0,-85.0,20.983192,52.248863,20.98327,52.24885,322.63434644691085,0.0,0.0
0.0,-2.0,20.988892,52.237762,323.6945738839816,1.78,2159.0,-79.0,20.982979,52.249001,20.98327,52.24885,320.8369654805777,2.37,0.0
0.0,-2.0,20.988499,52.238239,264.286135111915,3.92,2167.0,-85.0,20.98259,52.249496,20.98327,52.24885,304.65894017219125,7.64,0.0
0.0,-2.0,20.98799,52.23978,106.5993328066873,11.65,2183.0,-79.0,20.982319,52.250347,20.98327,52.24885,278.7629846784449,6.03,0.0
0.0,-2.0,20.98799,52.23978,106.5993328066873,11.65,2190.0,-85.0,20.982994,52.250477,20.98327,52.24885,230.59282923691364,4.89,0.0
0.0,-70.0,20.986763,52.24028,269.60618312224244,8.25,2206.0,-79.0,20.985033,52.250854,20.98623,52.25109,85.60591178816676,8.4,0.0
0.0,-70.0,20.98667,52.240322,266.85816178768226,0.44,2213.0,-85.0,20.985751,52.251029,20.98623,52.25109,33.30537223096309,7.52,0.0
0.0,-70.0,20.986842,52.240676,225.790126033712,5.13,2225.0,-36.0,20.986279,52.251129,20.98623,52.25109,365.3103893989082,4.75,0.0
0.0,-70.0,20.986198,52.240788,231.074124644933,3.81,2229.0,-36.0,20.986279,52.251129,20.98623,52.25109,365.3103893989082,0.0,0.0
0.0,-70.0,20.987501,52.241493,126.95955027528014,6.37,2252.0,-36.0,20.988089,52.251709,20.98623,52.25109,226.8923751382152,6.05,0.0
0.0,-70.0,20.988214,52.241737,102.1513233392918,6.95,2260.0,-36.0,20.988951,52.252003,20.99083,52.25287,160.16945786490754,8.4,0.0
0.0,-39.0,20.9877,52.242569,377.2479331710845,3.91,2285.0,-36.0,20.990772,52.252945,20.99083,52.25287,251.94210396426143,6.49,0.0
0.0,-39.0,20.9877,52.242569,377.2479331710845,3.91,2291.0,-36.0,20.990772,52.252945,20.99083,52.25287,251.94210396426143,0.0,0.0
0.0,-39.0,20.9877,52.242569,377.2479331710845,0.0,2298.0,-36.0,20.990995,52.253082,20.99083,52.25287,233.07855985073405,3.07,0.0
0.0,-39.0,20.987558,52.242702,360.0077107289921,3.53,2306.0,-21.0,20.991602,52.253319,20.99083,52.25287,186.8806684502327,4.68,0.0
0.0,-39.0,20.98703,52.243694,244.11517933214293,7.25,2322.0,-12.0,20.993349,52.253834,20.9943,52.25363,68.59361731466562,8.25,0.0
0.0,83.0,20.984447,52.271084,164.50625127462152,10.71,2327.0,23.0,20.997461,52.254688,20.997242,52.253783,101.72955357401926,11.47,0.0
0.0,75.0,20.985323,52.269852,182.1476598591612,9.34,2340.0,23.0,20.997551,52.254059,20.997242,52.253783,37.20578049560593,5.4,0.0
0.0,-39.0,20.986044,52.245136,70.48200457733134,11.19,2343.0,-36.0,20.995085,52.25354,20.9943,52.25363,109.52207113902875,5.84,0.0
0.0,82.0,20.985409,52.269733,167.70562586858475,7.12,2349.0,23.0,20.997551,52.254059,20.997242,52.253783,37.20578049560593,0.0,0.0
0.0,-35.0,20.985596,52.245766,377.7212874438854,7.54,2353.0,-36.0,20.995085,52.25354,20.9943,52.25363,109.52207113902875,0.0,0.0
0.0,-35.0,20.985596,52.245766,377.7212874438854,0.0,2361.0,-36.0,20.995344,52.253506,20.9943,52.25363,91.5514279147748,1.0,0.0
0.0,75.0,20.985548,52.269611,151.76222707617228,1.23,2364.0,-17.0,20.997433,52.253757,20.997242,52.253783,174.61239204342775,1.44,0.0
0.0,-35.0,20.985628,52.245789,376.3250630019997,0.67,2369.0,-36.0,20.996103,52.253422,20.996679,52.253406,39.248788585440536,6.56,0.0
0.0,75.0,20.985548,52.269611,151.76222707617228,1.23,2369.0,-17.0,20.997074,52.253746,20.997242,52.253783,150.4539079271337,4.89,0.0
0.0,-35.0,20.985628,52.245789,376.3250630019997,0.67,2383.0,2.0,20.996792,52.253471,20.996679,52.253406,544.702117653696,4.48,0.0
0.0,82.0,20.985712,52.269306,116.06044048141442,2.1,2387.0,6.0,20.996719,52.2537,20.997242,52.253783,127.33932930219764,2.13,1.0
0.0,82.0,20.985712,52.269306,116.06044048141442,2.1,2394.0,8.0,20.995977,52.253651,20.99488,52.25391,80.03361360701467,7.26,1.0
0.0,-20.0,20.984249,52.247398,174.67047721878248,6.31,2396.0,2.0,20.997089,52.253521,20.996679,52.253406,542.2171920895352,1.61,0.0
0.0,75.0,20.985792,52.268497,37.66995054607667,3.79,2402.0,21.0,20.995068,52.253826,20.99488,52.25391,345.78775488227353,7.55,1.0
0.0,-20.0,20.983858,52.247887,114.31827269506805,7.57,2403.0,2.0,20.997351,52.253544,20.996679,52.253406,542.9901464961008,1.95,0.0
0.0,-85.0,20.983288,52.248714,331.5307514093648,6.65,2418.0,2.0,20.997351,52.253544,20.996679,52.253406,542.9901464961008,0.0,0.0
0.0,81.0,20.986767,52.268246,500.6765487587608,2.16,2420.0,21.0,20.992939,52.253834,20.99488,52.25391,215.6671846213833,8.05,1.0
0.0,-79.0,20.983189,52.248859,323.1066712496636,6.13,2431.0,2.0,20.997351,52.253544,20.996679,52.253406,542.9901464961008,0.0,0.0
0.0,82.0,20.987185,52.267841,447.57859204974255,3.99,2436.0,21.0,20.990917,52.253101,20.99029,52.25277,56.35840895259921,10.0,1.0
0.0,81.0,20.988379,52.266525,280.30120794502943,9.59,2446.0,5.0,20.990242,52.252747,20.99029,52.25277,429.3583264963669,6.05,1.0
0.0,-85.0,20.983192,52.248863,322.63434644691085,0.77,2446.0,2.0,20.997677,52.253834,20.996679,52.253406,516.6198567221542,2.61,0.0
0.0,-85.0,20.983192,52.248863,322.63434644691085,0.0,2454.0,2.0,20.99753,52.254425,20.996679,52.253406,450.5697742061119,8.31,0.0
0.0,82.0,20.989336,52.265465,145.86156213442374,10.42,2459.0,5.0,20.990242,52.252747,20.99029,52.25277,429.3583264963669,0.0,1.0
0.0,91.0,20.990133,52.264431,274.4706326607412,6.69,2481.0,5.0,20.988144,52.251884,20.99029,52.25277,258.30951845139293,7.82,1.0
0.0,91.0,20.99021,52.264347,263.7754206016497,0.89,2488.0,5.0,20.987329,52.251621,20.98473,52.25087,195.6406967156328,8.96,1.0
0.0,91.0,20.99021,52.264347,263.7754206016497,0.89,2496.0,5.0,20.986525,52.251362,20.98473,52.25087,133.88028131103474,8.3,1.0
0.0,91.0,20.990898,52.263603,168.8987405840003,4.41,2503.0,5.0,20.98625,52.25127,20.98473,52.25087,112.62675242114896,3.05,1.0
0.0,76.0,20.992289,52.262333,508.4750544764953,1.54,2532.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.37,1.0
0.0,85.0,20.992708,52.261951,457.87396737750623,7.31,2540.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,1.0
0.0,76.0,20.99399,52.260811,307.21977947681506,8.92,2555.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,1.0
0.0,85.0,20.994429,52.260098,222.49940317346417,10.59,2563.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,1.0
0.0,76.0,20.994904,52.259354,133.72226113211622,11.1,2579.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,23.0,20.995552,52.258228,507.4709137034149,6.99,2587.0,13.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,23.0,20.995842,52.257904,468.03786040580303,4.56,2601.0,27.0,20.985655,52.251091,20.98473,52.25087,67.59367818029976,2.46,0.0
0.0,23.0,20.996923,52.256516,304.6704706582075,10.69,2614.0,53.0,20.984667,52.250824,20.98473,52.25087,391.9764558003707,5.66,0.0
0.0,23.0,20.996923,52.256516,304.6704706582075,10.69,2626.0,53.0,20.984667,52.250824,20.98473,52.25087,391.9764558003707,0.0,0.0
0.0,23.0,20.997461,52.254688,101.72955357401926,11.47,2630.0,53.0,20.984423,52.250767,20.98473,52.25087,384.935250298571,4.44,0.0
0.0,23.0,20.997551,52.254059,37.20578049560593,5.4,2641.0,53.0,20.983023,52.250492,20.98473,52.25087,364.7938923404368,9.1,0.0
0.0,23.0,20.997551,52.254059,37.20578049560593,0.0,2656.0,53.0,20.98217,52.249996,20.98473,52.25087,332.4389136949421,5.34,0.0
0.0,23.0,20.997551,52.254059,37.20578049560593,0.0,2664.0,53.0,20.982653,52.249393,20.98473,52.25087,257.7610819336116,5.72,0.0
0.0,-17.0,20.997074,52.253746,150.4539079271337,4.89,2672.0,53.0,20.983183,52.248737,20.984301,52.247306,176.38637797934405,10.17,0.0
0.0,-17.0,20.997074,52.253746,150.4539079271337,4.89,2687.0,53.0,20.98378,52.247959,20.984301,52.247306,80.81038485747368,6.37,0.0
0.0,8.0,20.995977,52.253651,80.03361360701467,7.26,2701.0,80.0,20.98423,52.247383,20.984301,52.247306,236.94038879879704,5.74,0.0
