@relation 1.0_0.7327037425673313_14295_14295_reads
@attribute domain real
@attribute time real
@attribute delay real
@attribute lon real
@attribute lat real
@attribute nearestStopLon real
@attribute nearestStopLat real
@attribute nextStopDistance real
@attribute speed real
@attribute class {0.0,1.0}
@data
0.0,1547.0,117.0,20.989424,52.236683,20.98933,52.236713,300.12951988629493,2.15,1.0
0.0,1552.0,117.0,20.989527,52.236526,20.98933,52.236713,281.3191611150791,3.76,1.0
0.0,1568.0,117.0,20.990339,52.235142,20.99099,52.23416,117.84977267684415,10.22,1.0
0.0,1576.0,117.0,20.990583,52.234764,20.99099,52.23416,72.65602742423896,5.65,1.0
0.0,1597.0,117.0,20.990742,52.234524,20.99099,52.23416,43.85714373242438,1.37,1.0
0.0,1624.0,134.0,20.991055,52.233971,20.99099,52.23416,293.5933939079343,2.41,1.0
0.0,1631.0,134.0,20.991339,52.233486,20.99099,52.23416,236.3015583336509,8.18,1.0
0.0,1640.0,134.0,20.991779,52.232685,20.99253,52.23149,142.3811387846561,10.44,1.0
0.0,1663.0,134.0,20.99052,52.232322,20.99253,52.23149,165.2181950285522,4.12,1.0
0.0,1669.0,134.0,20.992245,52.232143,20.99253,52.23149,75.15970183039897,19.86,1.0
0.0,1700.0,150.0,20.992245,52.232143,20.99253,52.23149,75.15970183039897,0.0,1.0
0.0,1700.0,150.0,20.99226,52.232147,20.99253,52.23149,75.33364344610597,3.25,1.0
0.0,1707.0,157.0,20.992373,52.231911,20.99253,52.23149,48.018613904662,3.89,1.0
0.0,1718.0,168.0,20.992666,52.231476,20.99253,52.23149,198.04577609937027,4.76,1.0
0.0,1728.0,168.0,20.992752,52.231297,20.99253,52.23149,177.3383861887634,2.07,1.0
0.0,1738.0,168.0,20.993212,52.230507,20.99365,52.2298,84.08412943846581,9.33,1.0
0.0,1758.0,148.0,20.993572,52.229763,20.99365,52.2298,403.06323957568645,5.98,1.0
0.0,1780.0,148.0,20.994089,52.229122,20.99365,52.2298,332.756370214756,3.61,1.0
0.0,1788.0,148.0,20.99444,52.228634,20.99365,52.2298,281.984631187607,7.41,1.0
0.0,1803.0,148.0,20.995033,52.227592,20.993699,52.226139,185.36231302099608,7.91,1.0
0.0,1920.0,-3.0,20.995115,52.227791,20.995267,52.227583,329.279373075812,2.2,0.0
0.0,1940.0,-5.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,4.32,0.0
0.0,1947.0,-3.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,0.0,0.0
0.0,1955.0,-5.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,0.0,0.0
0.0,1968.0,-3.0,20.994268,52.22905,20.995267,52.227583,178.18871496492665,2.38,0.0
0.0,1976.0,-3.0,20.993933,52.229618,20.99349,52.23058,111.14299130708498,8.39,0.0
0.0,1989.0,19.0,20.993565,52.23055,20.99349,52.23058,215.0529454511025,8.2,0.0
0.0,2003.0,19.0,20.993303,52.230717,20.99349,52.23058,191.4952819981669,1.84,0.0
0.0,2012.0,19.0,20.993271,52.230873,20.99349,52.23058,174.38874027639193,1.79,0.0
0.0,2020.0,19.0,20.993021,52.231339,20.99349,52.23058,119.87204950287324,6.82,0.0
0.0,2047.0,17.0,20.992258,52.232414,20.99241,52.23235,319.5411191079818,4.83,0.0
0.0,2054.0,19.0,20.992153,52.232624,20.99241,52.23235,295.1778484019011,4.55,0.0
0.0,2062.0,17.0,20.991896,52.233097,20.99241,52.23235,239.82445763494624,6.93,0.0
0.0,2077.0,19.0,20.992966,52.233507,20.99241,52.23235,239.91036083494245,5.73,0.0
0.0,2091.0,1.0,20.990627,52.235184,20.99059,52.2351,307.08201737895706,8.54,0.0
0.0,2102.0,12.0,20.990658,52.235172,20.99059,52.2351,309.1332682342662,9.71,0.0
0.0,2111.0,12.0,20.990641,52.23534,20.99059,52.2351,291.5584574854294,2.08,0.0
0.0,2119.0,12.0,20.99037,52.235931,20.99059,52.2351,224.30006062150017,8.53,0.0
0.0,2135.0,1.0,20.989336,52.237354,20.98888,52.23773,52.078683276410565,10.82,0.0
0.0,2148.0,-2.0,20.989084,52.237591,20.98888,52.23773,346.5802828782703,7.04,0.0
0.0,2161.0,-2.0,20.988892,52.237762,20.98888,52.23773,323.6945738839816,1.78,0.0
0.0,2169.0,-2.0,20.988499,52.238239,20.98888,52.23773,264.286135111915,3.92,0.0
0.0,2184.0,-2.0,20.98799,52.23978,20.986741,52.240358,106.5993328066873,11.65,0.0
0.0,2200.0,-70.0,20.986763,52.24028,20.986741,52.240358,269.60618312224244,8.25,0.0
0.0,2218.0,-70.0,20.98667,52.240322,20.986741,52.240358,266.85816178768226,0.44,0.0
0.0,2226.0,-70.0,20.986842,52.240676,20.986741,52.240358,225.790126033712,5.13,0.0
0.0,2234.0,-70.0,20.986198,52.240788,20.986741,52.240358,231.074124644933,3.81,0.0
0.0,2242.0,-70.0,20.986177,52.241066,20.986741,52.240358,205.11099974371504,3.87,0.0
0.0,2258.0,-70.0,20.987501,52.241493,20.9878,52.24262,126.95955027528014,6.37,0.0
0.0,2266.0,-70.0,20.988214,52.241737,20.9878,52.24262,102.1513233392918,6.95,0.0
0.0,2281.0,-67.0,20.987896,52.242336,20.9878,52.24262,32.24871811005443,4.67,0.0
0.0,2291.0,-39.0,20.9877,52.242569,20.9878,52.24262,377.2479331710845,3.91,0.0
0.0,2304.0,-39.0,20.9877,52.242569,20.9878,52.24262,377.2479331710845,0.0,0.0
0.0,2309.0,-39.0,20.987558,52.242702,20.9878,52.24262,360.0077107289921,3.53,0.0
0.0,2325.0,-39.0,20.98703,52.243694,20.9878,52.24262,244.11517933214293,7.25,0.0
0.0,2333.0,-39.0,20.986481,52.244377,20.98573,52.24574,159.95108276533583,10.58,0.0
0.0,2341.0,-39.0,20.986044,52.245136,20.98573,52.24574,70.48200457733134,11.19,0.0
0.0,2355.0,-35.0,20.985596,52.245766,20.98573,52.24574,377.7212874438854,7.54,0.0
0.0,2365.0,-35.0,20.985596,52.245766,20.98573,52.24574,377.7212874438854,0.0,0.0
0.0,2370.0,-35.0,20.985628,52.245789,20.98573,52.24574,376.3250630019997,0.67,0.0
0.0,2394.0,-35.0,20.984697,52.246838,20.98573,52.24574,243.90638597985395,5.53,0.0
0.0,2402.0,-20.0,20.984249,52.247398,20.98327,52.24885,174.67047721878248,6.31,0.0
0.0,2410.0,-20.0,20.983858,52.247887,20.98327,52.24885,114.31827269506805,7.57,0.0
0.0,2425.0,-85.0,20.983288,52.248714,20.98327,52.24885,331.5307514093648,6.65,0.0
0.0,2431.0,-79.0,20.983189,52.248859,20.98327,52.24885,323.1066712496636,6.13,0.0
0.0,2448.0,-85.0,20.983192,52.248863,20.98327,52.24885,322.63434644691085,0.77,0.0
0.0,2459.0,-79.0,20.983189,52.248859,20.98327,52.24885,323.1066712496636,0.0,0.0
0.0,2459.0,-85.0,20.983192,52.248863,20.98327,52.24885,322.63434644691085,0.0,0.0
0.0,2468.0,-79.0,20.982979,52.249001,20.98327,52.24885,320.8369654805777,2.37,0.0
0.0,2476.0,-85.0,20.98259,52.249496,20.98327,52.24885,304.65894017219125,7.64,0.0
0.0,2492.0,-79.0,20.982319,52.250347,20.98327,52.24885,278.7629846784449,6.03,0.0
0.0,2499.0,-85.0,20.982994,52.250477,20.98327,52.24885,230.59282923691364,4.89,0.0
0.0,2515.0,-79.0,20.985033,52.250854,20.98623,52.25109,85.60591178816676,8.4,0.0
0.0,2522.0,-85.0,20.985751,52.251029,20.98623,52.25109,33.30537223096309,7.52,0.0
0.0,2534.0,-36.0,20.986279,52.251129,20.98623,52.25109,365.3103893989082,4.75,0.0
0.0,2538.0,-36.0,20.986279,52.251129,20.98623,52.25109,365.3103893989082,0.0,0.0
0.0,2561.0,-36.0,20.988089,52.251709,20.98623,52.25109,226.8923751382152,6.05,0.0
0.0,2569.0,-36.0,20.988951,52.252003,20.99083,52.25287,160.16945786490754,8.4,0.0
0.0,2594.0,-36.0,20.990772,52.252945,20.99083,52.25287,251.94210396426143,6.49,0.0
0.0,2600.0,-36.0,20.990772,52.252945,20.99083,52.25287,251.94210396426143,0.0,0.0
0.0,2607.0,-36.0,20.990995,52.253082,20.99083,52.25287,233.07855985073405,3.07,0.0
0.0,2615.0,-21.0,20.991602,52.253319,20.99083,52.25287,186.8806684502327,4.68,0.0
0.0,2631.0,-12.0,20.993349,52.253834,20.9943,52.25363,68.59361731466562,8.25,0.0
0.0,2636.0,23.0,20.997461,52.254688,20.997242,52.253783,101.72955357401926,11.47,1.0
0.0,2649.0,23.0,20.997551,52.254059,20.997242,52.253783,37.20578049560593,5.4,1.0
0.0,2652.0,-36.0,20.995085,52.25354,20.9943,52.25363,109.52207113902875,5.84,0.0
0.0,2658.0,23.0,20.997551,52.254059,20.997242,52.253783,37.20578049560593,0.0,1.0
0.0,2662.0,-36.0,20.995085,52.25354,20.9943,52.25363,109.52207113902875,0.0,0.0
0.0,2670.0,-36.0,20.995344,52.253506,20.9943,52.25363,91.5514279147748,1.0,0.0
0.0,2673.0,-17.0,20.997433,52.253757,20.997242,52.253783,174.61239204342775,1.44,1.0
0.0,2678.0,-17.0,20.997074,52.253746,20.997242,52.253783,150.4539079271337,4.89,1.0
0.0,2678.0,-36.0,20.996103,52.253422,20.996679,52.253406,39.248788585440536,6.56,0.0
0.0,2692.0,2.0,20.996792,52.253471,20.996679,52.253406,544.702117653696,4.48,0.0
0.0,2696.0,6.0,20.996719,52.2537,20.997242,52.253783,127.33932930219764,2.13,1.0
0.0,2703.0,8.0,20.995977,52.253651,20.99488,52.25391,80.03361360701467,7.26,1.0
0.0,2705.0,2.0,20.997089,52.253521,20.996679,52.253406,542.2171920895352,1.61,0.0
0.0,2711.0,21.0,20.995068,52.253826,20.99488,52.25391,345.78775488227353,7.55,0.0
0.0,2712.0,2.0,20.997351,52.253544,20.996679,52.253406,542.9901464961008,1.95,0.0
0.0,2727.0,2.0,20.997351,52.253544,20.996679,52.253406,542.9901464961008,0.0,0.0
0.0,2729.0,21.0,20.992939,52.253834,20.99488,52.25391,215.6671846213833,8.05,0.0
0.0,2740.0,2.0,20.997351,52.253544,20.996679,52.253406,542.9901464961008,0.0,0.0
0.0,2745.0,21.0,20.990917,52.253101,20.99029,52.25277,56.35840895259921,10.0,0.0
0.0,2755.0,5.0,20.990242,52.252747,20.99029,52.25277,429.3583264963669,6.05,0.0
0.0,2755.0,2.0,20.997677,52.253834,20.996679,52.253406,516.6198567221542,2.61,0.0
0.0,2763.0,2.0,20.99753,52.254425,20.996679,52.253406,450.5697742061119,8.31,0.0
0.0,2768.0,5.0,20.990242,52.252747,20.99029,52.25277,429.3583264963669,0.0,0.0
0.0,2790.0,5.0,20.988144,52.251884,20.99029,52.25277,258.30951845139293,7.82,0.0
0.0,2797.0,5.0,20.987329,52.251621,20.98473,52.25087,195.6406967156328,8.96,0.0
0.0,2805.0,5.0,20.986525,52.251362,20.98473,52.25087,133.88028131103474,8.3,0.0
0.0,2812.0,5.0,20.98625,52.25127,20.98473,52.25087,112.62675242114896,3.05,0.0
0.0,2841.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.37,0.0
0.0,2849.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,2864.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,2872.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,2888.0,5.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,2896.0,13.0,20.986111,52.251225,20.98473,52.25087,101.96121579890914,0.0,0.0
0.0,2910.0,27.0,20.985655,52.251091,20.98473,52.25087,67.59367818029976,2.46,0.0
0.0,2923.0,53.0,20.984667,52.250824,20.98473,52.25087,391.9764558003707,5.66,0.0
0.0,2935.0,53.0,20.984667,52.250824,20.98473,52.25087,391.9764558003707,0.0,0.0
0.0,2939.0,53.0,20.984423,52.250767,20.98473,52.25087,384.935250298571,4.44,0.0
0.0,2950.0,53.0,20.983023,52.250492,20.98473,52.25087,364.7938923404368,9.1,1.0
0.0,2965.0,53.0,20.98217,52.249996,20.98473,52.25087,332.4389136949421,5.34,1.0
0.0,2973.0,53.0,20.982653,52.249393,20.98473,52.25087,257.7610819336116,5.72,1.0
0.0,2981.0,53.0,20.983183,52.248737,20.984301,52.247306,176.38637797934405,10.17,1.0
0.0,2996.0,53.0,20.98378,52.247959,20.984301,52.247306,80.81038485747368,6.37,0.0
0.0,3010.0,80.0,20.98423,52.247383,20.984301,52.247306,236.94038879879704,5.74,0.0
0.0,3023.0,80.0,20.98423,52.247383,20.984301,52.247306,236.94038879879704,0.0,0.0
0.0,3026.0,80.0,20.98423,52.247383,20.984301,52.247306,236.94038879879704,0.0,0.0
0.0,3038.0,80.0,20.984743,52.246761,20.984301,52.247306,159.4669239536874,6.46,0.0
0.0,3053.0,80.0,20.9855,52.245827,20.985763,52.24547,43.5480161127422,7.16,0.0
0.0,3059.0,69.0,20.985706,52.245567,20.985763,52.24547,419.0707735901779,5.36,0.0
0.0,3070.0,69.0,20.985945,52.245281,20.985763,52.24547,383.53527445058864,3.25,0.0
0.0,3078.0,69.0,20.986288,52.244663,20.985763,52.24547,311.0226738012223,9.07,0.0
0.0,3094.0,69.0,20.987286,52.243313,20.98796,52.24206,146.69018841447266,10.3,0.0
0.0,3102.0,69.0,20.987522,52.242748,20.98796,52.24206,82.1092788297046,8.11,0.0
0.0,3118.0,68.0,20.988026,52.242096,20.98796,52.24206,326.41765128331184,6.02,0.0
0.0,3130.0,80.0,20.98805,52.242107,20.98796,52.24206,327.8198322792606,2.85,0.0
0.0,3130.0,68.0,20.988026,52.242096,20.98796,52.24206,326.41765128331184,0.0,0.0
0.0,3136.0,68.0,20.988201,52.241959,20.98796,52.24206,312.9109559492951,3.22,0.0
0.0,3152.0,80.0,20.987061,52.241409,20.98796,52.24206,249.66340709357576,6.18,0.0
0.0,3179.0,68.0,20.986773,52.240166,20.987488,52.239179,120.06325731615338,5.17,0.0
0.0,3195.0,25.0,20.987494,52.239246,20.987488,52.239179,308.1568183002156,7.09,0.0
0.0,3199.0,25.0,20.987518,52.239193,20.987488,52.239179,302.1086260650847,1.53,0.0
0.0,3220.0,25.0,20.987686,52.238987,20.987488,52.239179,276.5300320471376,1.22,0.0
0.0,3227.0,29.0,20.988033,52.238579,20.987488,52.239179,225.5041866545193,7.31,0.0
0.0,3243.0,25.0,20.988945,52.237461,20.98933,52.236713,87.20777541219097,8.69,0.0
0.0,3243.0,99.0,20.994469,52.228836,20.995267,52.227583,205.06641601250303,5.42,0.0
0.0,3247.0,29.0,20.988977,52.237427,20.98933,52.236713,82.95230405285552,1.09,0.0
0.0,3251.0,99.0,20.994469,52.228836,20.995267,52.227583,205.06641601250303,0.0,0.0
0.0,3263.0,25.0,20.989187,52.237133,20.98933,52.236713,47.70625322819329,2.23,0.0
0.0,3268.0,99.0,20.994303,52.229111,20.99349,52.23058,172.47490586902393,1.92,0.0
0.0,3271.0,41.0,20.98942,52.236725,20.98933,52.236713,304.5949643522773,6.01,0.0
0.0,3276.0,100.0,20.993916,52.229713,20.99349,52.23058,100.6770990317657,8.99,0.0
0.0,3282.0,41.0,20.98942,52.236725,20.98933,52.236713,304.5949643522773,0.0,0.0
0.0,3284.0,114.0,20.993513,52.230373,20.99349,52.23058,232.31250618622792,9.79,0.0
0.0,3287.0,41.0,20.989483,52.236675,20.98933,52.236713,297.8902851067512,0.44,0.0
0.0,3297.0,41.0,20.989889,52.236023,20.98933,52.236713,220.3068533252774,7.76,0.0
0.0,3302.0,114.0,20.993385,52.230721,20.99349,52.23058,192.92372246390377,2.2,0.0
0.0,3304.0,41.0,20.99028,52.235382,20.99099,52.23416,144.22609742823482,10.87,0.0
0.0,3309.0,114.0,20.993286,52.230873,20.99349,52.23058,174.73488113486465,2.6,0.0
0.0,3335.0,105.0,20.992285,52.232437,20.99241,52.23235,317.81516643711524,7.18,0.0
0.0,3337.0,47.0,20.990976,52.234196,20.99099,52.23416,318.9622316796588,4.25,0.0
0.0,3340.0,105.0,20.992285,52.232437,20.99241,52.23235,317.81516643711524,0.0,0.0
0.0,3340.0,47.0,20.991137,52.233967,20.99099,52.23416,291.3093812688226,9.24,0.0
0.0,3352.0,47.0,20.991697,52.233055,20.99099,52.23416,183.0333818178476,9.07,0.0
0.0,3354.0,105.0,20.991791,52.233236,20.99241,52.23235,222.8205448891061,5.0,1.0
0.0,3359.0,47.0,20.992027,52.232571,20.99253,52.23149,124.98765467290022,8.77,0.0
0.0,3363.0,105.0,20.991308,52.234013,20.99059,52.2351,130.38415196816922,10.27,1.0
0.0,3378.0,47.0,20.992224,52.232262,20.99253,52.23149,88.33584109629814,1.94,0.0
0.0,3379.0,89.0,20.990572,52.235229,20.99059,52.2351,301.0218389416718,9.01,1.0
0.0,3385.0,89.0,20.990553,52.235298,20.99059,52.2351,293.44356783237646,1.3,1.0
0.0,3386.0,47.0,20.992224,52.232262,20.99253,52.23149,88.33584109629814,0.0,0.0
0.0,3397.0,47.0,20.992224,52.232262,20.99253,52.23149,88.33584109629814,0.0,0.0
0.0,3398.0,89.0,20.99058,52.235329,20.99059,52.2351,290.99650147479235,0.3,0.0
0.0,3410.0,89.0,20.990206,52.235992,20.99059,52.2351,213.31041328479932,6.5,0.0
0.0,3412.0,62.0,20.99262,52.231583,20.99253,52.23149,210.3045932879323,5.34,0.0
0.0,3417.0,62.0,20.992657,52.231525,20.99253,52.23149,203.384252270038,1.38,0.0
0.0,3418.0,89.0,20.989792,52.236561,20.98888,52.23773,144.06021088934585,8.66,1.0
0.0,3426.0,89.0,20.989353,52.237206,20.98888,52.23773,66.57588999068497,9.71,1.0
0.0,3432.0,62.0,20.992798,52.231304,20.99253,52.23149,177.0176659658587,1.76,0.0
0.0,3436.0,86.0,20.988975,52.23751,20.98888,52.23773,351.3235776344265,4.25,1.0
0.0,3437.0,62.0,20.99305,52.230938,20.99253,52.23149,132.9742105860276,8.83,0.0
0.0,3454.0,86.0,20.988873,52.237793,20.98888,52.23773,320.035427790508,1.79,0.0
0.0,3455.0,45.0,20.993713,52.229801,20.99365,52.2298,407.19693780975706,7.46,0.0
0.0,3461.0,86.0,20.988531,52.238247,20.98888,52.23773,264.49037845213235,7.94,1.0
0.0,3465.0,55.0,20.993711,52.229794,20.99365,52.2298,406.4182786964591,5.43,0.0
0.0,3465.0,45.0,20.993713,52.229801,20.99365,52.2298,407.19693780975706,0.0,0.0
0.0,3475.0,45.0,20.993917,52.229523,20.99365,52.2298,376.5764605038533,3.39,0.0
0.0,3478.0,86.0,20.987484,52.239471,20.986741,52.240358,110.84837959885216,9.04,1.0
0.0,3483.0,55.0,20.994314,52.228931,20.99365,52.2298,313.2692854732964,5.8,0.0
0.0,3484.0,89.0,20.987228,52.239696,20.986741,52.240358,80.73527254728367,8.0,1.0
0.0,3498.0,28.0,20.986715,52.240406,20.986741,52.240358,257.0311204552238,6.17,1.0
0.0,3507.0,28.0,20.986715,52.240406,20.986741,52.240358,257.0311204552238,0.0,1.0
0.0,3515.0,28.0,20.986536,52.240608,20.986741,52.240358,239.7070388603508,3.19,1.0
0.0,3530.0,28.0,20.986277,52.241165,20.986741,52.240358,192.1686870577469,4.29,1.0
0.0,3546.0,28.0,20.98793,52.241665,20.9878,52.24262,106.55941186219007,7.85,0.0
0.0,3562.0,28.0,20.987938,52.242279,20.9878,52.24262,39.06430040069643,5.24,0.0
0.0,3577.0,47.0,20.987675,52.242634,20.9878,52.24262,369.8886020344643,2.89,0.0
0.0,3584.0,47.0,20.987495,52.242832,20.9878,52.24262,344.96211721924936,3.6,0.0
0.0,3592.0,47.0,20.98737,52.243252,20.9878,52.24262,298.3358662765052,4.79,1.0
0.0,3608.0,47.0,20.986441,52.244511,20.98573,52.24574,144.9786115092396,9.6,0.0
0.0,3616.0,47.0,20.986017,52.245251,20.98573,52.24574,57.77857813700909,10.03,0.0
0.0,3634.0,44.0,20.985645,52.245808,20.98573,52.24574,374.9129715342193,3.72,1.0
0.0,3649.0,44.0,20.984859,52.246685,20.98573,52.24574,263.925459836654,7.42,0.0
0.0,3657.0,44.0,20.98436,52.247307,20.98327,52.24885,186.93316861462608,9.63,1.0
0.0,3673.0,44.0,20.983505,52.248367,20.98327,52.24885,56.0392844408539,8.69,0.0
0.0,3680.0,-30.0,20.983273,52.248756,20.98327,52.24885,328.4459736542008,6.58,0.0
0.0,3695.0,-30.0,20.983229,52.248825,20.98327,52.24885,324.29616101046935,0.55,0.0
0.0,3700.0,-30.0,20.983027,52.248962,20.98327,52.24885,321.7673319561452,4.1,0.0
0.0,3724.0,-15.0,20.98234,52.250389,20.98327,52.24885,276.0429290745898,6.89,0.0
0.0,3739.0,-15.0,20.984341,52.250759,20.98623,52.25109,133.75541746158962,9.49,0.0
0.0,3747.0,-30.0,20.985142,52.250847,20.98623,52.25109,78.839376220046,8.58,0.0
0.0,3765.0,-10.0,20.985233,52.250858,20.98623,52.25109,72.60714972523473,0.35,0.0
0.0,3773.0,-17.0,20.985233,52.250858,20.98623,52.25109,72.60714972523473,0.0,0.0
0.0,3781.0,6.0,20.985233,52.250858,20.98623,52.25109,72.60714972523473,0.0,0.0
0.0,3797.0,7.0,20.985233,52.250858,20.98623,52.25109,72.60714972523473,0.0,1.0
0.0,3822.0,47.0,20.985292,52.250885,20.98623,52.25109,67.80015679510687,0.12,1.0
0.0,3829.0,39.0,20.985724,52.250965,20.98623,52.25109,37.14400030894256,4.39,1.0
0.0,3840.0,70.0,20.986364,52.251141,20.98623,52.25109,359.7015632075276,4.34,1.0
0.0,3856.0,70.0,20.986589,52.251213,20.98623,52.25109,342.48022129570137,1.08,1.0
0.0,3864.0,70.0,20.987465,52.25148,20.98623,52.25109,276.3309547922564,8.33,1.0
0.0,3880.0,70.0,20.989626,52.252254,20.99083,52.25287,106.8121944165978,10.65,1.0
0.0,3888.0,58.0,20.990524,52.25275,20.99083,52.25287,275.0302242092603,10.29,1.0
0.0,3897.0,58.0,20.990782,52.252895,20.99083,52.25287,253.0341329096495,2.65,1.0
0.0,3915.0,76.0,20.992197,52.253468,20.99083,52.25287,144.28015668142146,6.42,1.0
