@relation 1.0_0.7327550020987827_14294_14294_reads
@attribute domain real
@attribute previousDelay real
@attribute previousLon real
@attribute previousLat real
@attribute previousNextStopDistance real
@attribute previousSpeed real
@attribute time real
@attribute delay real
@attribute lon real
@attribute lat real
@attribute nearestStopLon real
@attribute nearestStopLat real
@attribute nextStopDistance real
@attribute speed real
@attribute class {0.0,1.0}
@data
0.0,79.0,20.981241,52.274986,55.44146083882208,8.46,328.0,-21.0,20.997583,52.254066,20.997242,52.253783,39.10277863757205,8.74,1.0
0.0,35.0,20.981569,52.274506,226.47636869558107,5.02,336.0,-68.0,20.997591,52.253792,20.997242,52.253783,185.0024188632056,7.02,1.0
0.0,35.0,20.981569,52.274506,226.47636869558107,0.0,359.0,-68.0,20.997097,52.253746,20.997242,52.253783,152.00808409168977,1.48,1.0
0.0,35.0,20.981758,52.274357,206.02179811658132,4.19,367.0,-68.0,20.996834,52.253719,20.997242,52.253783,134.69295135387725,2.27,1.0
0.0,35.0,20.982636,52.27327,71.40520879882908,8.43,375.0,-60.0,20.995974,52.25367,20.99488,52.25391,79.105594255775,7.35,1.0
0.0,19.0,20.983074,52.272652,361.9414776437733,4.99,382.0,-22.0,20.995133,52.253791,20.99488,52.25391,348.666189118165,8.4,1.0
0.0,19.0,20.983074,52.272652,361.9414776437733,0.0,391.0,-68.0,20.993921,52.254032,20.99488,52.25391,284.22088194721016,9.09,1.0
0.0,25.0,20.983089,52.27264,360.2959663497735,3.64,408.0,-22.0,20.991907,52.253468,20.99029,52.25277,134.68261567218806,8.87,1.0
0.0,25.0,20.983341,52.272381,326.91923526990087,4.79,416.0,-68.0,20.990934,52.253105,20.99029,52.25277,57.52675883854384,9.7,1.0
0.0,19.0,20.983789,52.271885,264.0635056965047,6.55,432.0,-32.0,20.990336,52.252758,20.99029,52.25277,435.5495902323527,3.51,1.0
0.0,25.0,20.984808,52.270599,105.27799300118014,9.93,442.0,-32.0,20.9897,52.252453,20.99029,52.25277,381.3733079997081,5.5,1.0
0.0,16.0,20.985428,52.269733,167.2625545760034,5.26,458.0,-32.0,20.987844,52.251789,20.99029,52.25277,235.325724950398,9.15,1.0
0.0,16.0,20.985565,52.269623,152.6636027155843,0.85,466.0,-32.0,20.986914,52.251484,20.98473,52.25087,163.59985476555065,8.98,1.0
0.0,16.0,20.985676,52.269505,137.88025317060428,1.17,479.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,4.79,1.0
0.0,16.0,20.985676,52.269505,137.88025317060428,0.0,502.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,16.0,20.985676,52.269505,137.88025317060428,0.0,510.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,16.0,20.985744,52.269295,114.21263123757508,3.4,527.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,16.0,20.985857,52.268452,31.3292092518062,5.88,548.0,-32.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,40.0,20.986357,52.268303,519.8191634196752,3.72,566.0,-18.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,40.0,20.986786,52.268234,498.8917580497721,4.31,573.0,-11.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,40.0,20.987782,52.267193,364.9186636928756,8.38,581.0,-3.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,40.0,20.988369,52.266537,281.79900335681054,10.4,603.0,19.0,20.986051,52.2512,20.98473,52.25087,97.12406115323252,0.2,1.0
0.0,40.0,20.989416,52.26535,131.96741245090365,10.14,620.0,36.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.18,1.0
0.0,40.0,20.989857,52.264771,60.94019771958123,8.88,628.0,44.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.0,1.0
0.0,47.0,20.990164,52.264397,270.14753650633975,3.58,651.0,67.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.0,1.0
0.0,47.0,20.990164,52.264397,270.14753650633975,0.0,651.0,67.0,20.986111,52.251217,20.98473,52.25087,101.62014144062208,0.0,1.0
0.0,47.0,20.99099,52.2635,155.90618339352315,7.63,668.0,84.0,20.986067,52.251198,20.98473,52.25087,98.05044177669583,0.22,1.0
0.0,27.0,20.992205,52.262394,517.075714723525,7.29,668.0,84.0,20.986095,52.251194,20.98473,52.25087,99.66061205699064,0.0,1.0
0.0,27.0,20.992205,52.262394,517.075714723525,0.0,676.0,92.0,20.985546,52.251057,20.98473,52.25087,59.31263355862341,4.85,1.0
0.0,27.0,20.99239,52.26223,495.1727950509502,1.7,694.0,110.0,20.984699,52.25082,20.98473,52.25087,391.67724207420207,3.52,1.0
0.0,27.0,20.992763,52.261898,450.9528395499008,2.79,701.0,117.0,20.984701,52.250813,20.98473,52.25087,390.91020689164736,2.54,1.0
0.0,27.0,20.99402,52.260788,304.1174696311657,9.39,715.0,110.0,20.983297,52.250519,20.98473,52.25087,363.74853564713095,4.82,1.0
0.0,27.0,20.994411,52.260143,227.6216466680562,9.56,722.0,117.0,20.982357,52.250328,20.98473,52.25087,361.1527939773992,9.63,1.0
0.0,27.0,20.994829,52.259472,147.79143720582778,9.98,738.0,110.0,20.982546,52.249519,20.98473,52.25087,273.5457523570557,5.68,1.0
0.0,-21.0,20.995499,52.258316,517.8206928775486,9.16,754.0,117.0,20.983728,52.248013,20.984301,52.247306,87.76111814100388,11.61,1.0
0.0,-21.0,20.995573,52.258205,504.65665233921465,1.21,766.0,122.0,20.98423,52.247356,20.984301,52.247306,234.24882054750287,6.72,1.0
0.0,-21.0,20.9958,52.257961,474.82764925513686,4.46,817.0,122.0,20.985434,52.245914,20.985763,52.24547,54.21407697022703,3.53,1.0
0.0,-21.0,20.996801,52.256748,331.05665570947565,9.44,830.0,126.0,20.985724,52.245552,20.985763,52.24547,417.0702673093972,3.51,1.0
0.0,-21.0,20.997168,52.256004,247.01529385521988,10.8,839.0,126.0,20.985802,52.245449,20.985763,52.24547,404.4697556802524,1.4,1.0
0.0,-21.0,20.997372,52.255238,162.0304298543631,10.79,870.0,126.0,20.987383,52.24305,20.98796,52.24206,116.8831119989785,9.28,1.0
0.0,-21.0,20.997583,52.254066,39.10277863757205,8.74,883.0,119.0,20.987888,52.242268,20.98796,52.24206,344.5592525239905,7.19,1.0
0.0,-68.0,20.997591,52.253792,185.0024188632056,7.02,890.0,119.0,20.988054,52.242081,20.98796,52.24206,324.9808910893077,3.38,1.0
0.0,-68.0,20.997097,52.253746,152.00808409168977,1.48,908.0,119.0,20.988192,52.241955,20.98796,52.24206,312.37694561554923,0.94,1.0
0.0,-68.0,20.996834,52.253719,134.69295135387725,2.27,921.0,119.0,20.987665,52.241562,20.98796,52.24206,265.2514484621552,2.05,1.0
0.0,-60.0,20.995974,52.25367,79.105594255775,7.35,925.0,119.0,20.987129,52.241394,20.98796,52.24206,247.5068197760665,10.25,1.0
0.0,-22.0,20.995133,52.253791,348.666189118165,8.4,944.0,119.0,20.986473,52.240509,20.987488,52.239179,163.2414023460351,5.69,1.0
0.0,-68.0,20.993921,52.254032,284.22088194721016,9.09,948.0,119.0,20.98671,52.240204,20.987488,52.239179,125.68455238581888,9.39,1.0
0.0,-22.0,20.991907,52.253468,134.68261567218806,8.87,965.0,81.0,20.987549,52.23917,20.987488,52.239179,298.9133496798641,7.55,1.0
0.0,-68.0,20.990934,52.253105,57.52675883854384,9.7,969.0,81.0,20.98757,52.239136,20.987488,52.239179,294.8778033287762,1.01,1.0
0.0,-32.0,20.990336,52.252758,435.5495902323527,3.51,996.0,81.0,20.987907,52.238686,20.987488,52.239179,239.83365445844416,1.91,1.0
0.0,-32.0,20.9897,52.252453,381.3733079997081,5.5,1018.0,81.0,20.98802,52.238682,20.987488,52.239179,236.41749538277284,0.35,1.0
0.0,-32.0,20.987844,52.251789,235.325724950398,9.15,1025.0,81.0,20.988184,52.238434,20.987488,52.239179,206.6658971128313,4.25,1.0
0.0,-32.0,20.986914,52.251484,163.59985476555065,8.98,1033.0,89.0,20.988649,52.237804,20.98933,52.236713,129.87468003027297,9.61,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,4.79,1041.0,97.0,20.989206,52.237045,20.98933,52.236713,37.87007454559128,11.57,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,1061.0,117.0,20.989424,52.236683,20.98933,52.236713,300.12951988629493,2.15,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,1066.0,117.0,20.989527,52.236526,20.98933,52.236713,281.3191611150791,3.76,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,1082.0,117.0,20.990339,52.235142,20.99099,52.23416,117.84977267684415,10.22,1.0
0.0,-32.0,20.986111,52.251217,101.62014144062208,0.0,1090.0,117.0,20.990583,52.234764,20.99099,52.23416,72.65602742423896,5.65,1.0
0.0,-18.0,20.986111,52.251217,101.62014144062208,0.0,1111.0,117.0,20.990742,52.234524,20.99099,52.23416,43.85714373242438,1.37,1.0
0.0,-11.0,20.986111,52.251217,101.62014144062208,0.0,1138.0,134.0,20.991055,52.233971,20.99099,52.23416,293.5933939079343,2.41,1.0
0.0,-3.0,20.986111,52.251217,101.62014144062208,0.0,1145.0,134.0,20.991339,52.233486,20.99099,52.23416,236.3015583336509,8.18,1.0
0.0,19.0,20.986051,52.2512,97.12406115323252,0.2,1154.0,134.0,20.991779,52.232685,20.99253,52.23149,142.3811387846561,10.44,1.0
0.0,36.0,20.986095,52.251194,99.66061205699064,0.18,1177.0,134.0,20.99052,52.232322,20.99253,52.23149,165.2181950285522,4.12,1.0
0.0,44.0,20.986095,52.251194,99.66061205699064,0.0,1183.0,134.0,20.992245,52.232143,20.99253,52.23149,75.15970183039897,19.86,1.0
0.0,67.0,20.986095,52.251194,99.66061205699064,0.0,1214.0,150.0,20.992245,52.232143,20.99253,52.23149,75.15970183039897,0.0,1.0
0.0,67.0,20.986111,52.251217,101.62014144062208,0.0,1214.0,150.0,20.99226,52.232147,20.99253,52.23149,75.33364344610597,3.25,1.0
0.0,84.0,20.986067,52.251198,98.05044177669583,0.22,1221.0,157.0,20.992373,52.231911,20.99253,52.23149,48.018613904662,3.89,1.0
0.0,84.0,20.986095,52.251194,99.66061205699064,0.0,1232.0,168.0,20.992666,52.231476,20.99253,52.23149,198.04577609937027,4.76,1.0
0.0,92.0,20.985546,52.251057,59.31263355862341,4.85,1242.0,168.0,20.992752,52.231297,20.99253,52.23149,177.3383861887634,2.07,1.0
0.0,110.0,20.984699,52.25082,391.67724207420207,3.52,1252.0,168.0,20.993212,52.230507,20.99365,52.2298,84.08412943846581,9.33,1.0
0.0,117.0,20.984701,52.250813,390.91020689164736,2.54,1272.0,148.0,20.993572,52.229763,20.99365,52.2298,403.06323957568645,5.98,1.0
0.0,110.0,20.983297,52.250519,363.74853564713095,4.82,1294.0,148.0,20.994089,52.229122,20.99365,52.2298,332.756370214756,3.61,1.0
0.0,117.0,20.982357,52.250328,361.1527939773992,9.63,1302.0,148.0,20.99444,52.228634,20.99365,52.2298,281.984631187607,7.41,1.0
0.0,110.0,20.982546,52.249519,273.5457523570557,5.68,1317.0,148.0,20.995033,52.227592,20.993699,52.226139,185.36231302099608,7.91,1.0
0.0,0.0,20.973953,52.213753,477.7539657728508,4.15,1434.0,-3.0,20.995115,52.227791,20.995267,52.227583,329.279373075812,2.2,0.0
0.0,0.0,20.973953,52.213753,477.7539657728508,0.0,1454.0,-5.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,4.32,0.0
0.0,0.0,20.974472,52.214363,402.19494068715466,5.46,1461.0,-3.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,0.0,0.0
0.0,0.0,20.97492,52.214809,344.2980334846389,6.41,1469.0,-5.0,20.994448,52.228794,20.995267,52.227583,209.03753559409623,0.0,0.0
0.0,0.0,20.975418,52.215363,275.16064679022634,10.05,1482.0,-3.0,20.994268,52.22905,20.995267,52.227583,178.18871496492665,2.38,0.0
0.0,0.0,20.97666,52.216831,105.0499474591041,10.82,1490.0,-3.0,20.993933,52.229618,20.99349,52.23058,111.14299130708498,8.39,0.0
