learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
100.0,6.598578,1.0223222049574057E-7,100.0,98.0,96.0,95.65217391304347,95.45454545454545,60100.0,59888.0
200.0,6.655034,1.0310689716703361E-7,200.0,96.5,93.0,93.51851851851849,92.04545454545455,60200.0,59888.0
300.0,6.694721,1.0372177057382133E-7,300.0,90.66666666666666,81.33333333333333,82.92682926829268,78.29457364341084,60300.0,59888.0
400.0,6.738587,1.0440138951357867E-7,400.0,85.0,70.0,71.83098591549295,65.51724137931035,60400.0,59888.0
500.0,6.773253,1.0493847222377856E-7,500.0,87.2,74.4,75.2895752895753,70.50691244239631,60500.0,59888.0
600.0,6.800796,1.0536519780755043E-7,600.0,89.0,78.0,78.5016286644951,75.28089887640449,60600.0,59888.0
